AREAGEOGRAFICA,REGIONE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,SITOWEBSCUOLA,SEDESCOLASTICA,Alunni,Full Address,Latitude,Longitude,ORDINESCUOLA
NORD OVEST,LIGURIA,GENOVA,GEPS030003,LS G.D.CASSINI -,GEPS030003,LS G.D.CASSINI -,VIA GALATA 34 CANC.,Non Disponibile,GEPS030003@istruzione.it,geps030003@pec.istruzione.it,www.liceocassini.it,NO,849,"VIA GALATA 34 CANC., GENOVA",44.4079766,8.9433399,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEPS050008,LS L. DA VINCI,GEPS050008,LS L. DA VINCI,VIA ARECCO 2,Non Disponibile,GEPS050008@istruzione.it,geps050008@pec.istruzione.it,https//www.liceoleodavincige.edu.it/,NO,1094,"VIA ARECCO 2, GENOVA",44.4131438,8.9475825,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEPS07000D,LICEO CLASSICO SCIENTIFICO-SPORTIVO KING,GEPS07000D,LICEO CLASSICO SCIENTIFICO-SPORTIVO KING,VIA STURLA 63,Non Disponibile,GEPS07000D@istruzione.it,geps07000d@pec.istruzione.it,www.liceoking.edu.it,NO,1110,"VIA STURLA 63, GENOVA",44.39622,8.9806654,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEPS080004,"LICEO ""L. LANFRANCONI""",GEPS080004,"LICEO ""L. LANFRANCONI""",VIA AI CANTIERI 2,Non Disponibile,GEPS080004@istruzione.it,geps080004@pec.istruzione.it,www.lanfranconi.edu.it,NO,825,"VIA AI CANTIERI 2, GENOVA",44.4284815,8.747374,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEPS17000A,LICEO SCIENT-CLASSICO MARCONI-DELPINO,GEPS17000A,LICEO SCIENT-CLASSICO MARCONI-DELPINO,PIAZZA CADUTI DI NASSIRIYA 14,Non Disponibile,GEPS17000A@istruzione.it,GEPS17000A@pec.istruzione.it,www.marconidelpino.edu.it,NO,1454,"PIAZZA CADUTI DI NASSIRIYA 14, GENOVA",44.3204579,9.3236531,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GERH01000G,IPSSA M.POLO,GERH01000G,IPSSA M.POLO,VIA SCIACCALUGA N. 9,Non Disponibile,GERH01000G@istruzione.it,gerh01000g@pec.istruzione.it,https//www.marcopologenova.it/,NO,691,"VIA SCIACCALUGA N. 9, GENOVA",44.3956027,8.9881722,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GERH01000G,IPSSA M.POLO,GERH01001L,I.P.S.S.A.R.M.POLO/CAMOGLI,VIA SAN ROCCO 1,Non Disponibile,GERH01000G@istruzione.it,Non Disponibile,https//www.marcopologenova.it/,NO,164,"VIA SAN ROCCO 1, GENOVA",44.3444947,9.1573856,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GERH01000G,IPSSA M.POLO,GERH010501,I.P.S.S.A.R. - M.POLO/SERALE,VIA SCIACCALUGA 9,Non Disponibile,GERH01000G@istruzione.it,Non Disponibile,https//www.marcopologenova.it/,NO,105,"VIA SCIACCALUGA 9, GENOVA",44.3956027,8.9881722,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GERI02000N,IPSSIA A. ODERO,GERI020503,I.P.S.I.A. - A.ODERO /SERALE,VIA BRISCATA 4,Non Disponibile,GERI02000N@istruzione.it,Non Disponibile,www.ipsiaodero.edu.it,NO,182,"VIA BRISCATA 4, GENOVA",44.4287072,8.8409314,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GERI02000N,IPSSIA A. ODERO,GERI02000N,IPSSIA A. ODERO,VIA BRISCATA 4,Non Disponibile,GERI02000N@istruzione.it,geri02000n@pec.istruzione.it,www.ipsiaodero.edu.it,NO,406,"VIA BRISCATA 4, GENOVA",44.4287072,8.8409314,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GERI07000P,I.P.S. I.S. GASLINI/MEUCCI,GERI07000P,I.P.S. I.S. GASLINI/MEUCCI,VIA PASTORINO 15,Non Disponibile,GERI07000P@istruzione.it,geri07000p@pec.istruzione.it,www.ipsisgaslinimeucci.gov.it,NO,695,"VIA PASTORINO 15, GENOVA",44.4613143,8.9022147,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GERI07000P,I.P.S. I.S. GASLINI/MEUCCI,GERI070515,I.P.S.I.S. GASLINI-MEUCCI SERALE,VIA PASTORINO 15,Non Disponibile,GERI07000P@istruzione.it,Non Disponibile,www.ipsiagaslinimeucci.it,NO,56,"VIA PASTORINO 15, GENOVA",44.4613143,8.9022147,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GERI07000P,I.P.S. I.S. GASLINI/MEUCCI,GERI07001Q,CASA CIRCONDARIALE GASLINI/PONTEX,VIA CONI ZUGNA 33,Non Disponibile,GERI07000P@istruzione.it,Non Disponibile,www.ipsiagaslinimeucci.it,NO,2,"VIA CONI ZUGNA 33, GENOVA",44.4990299,8.8962389,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GERI07000P,I.P.S. I.S. GASLINI/MEUCCI,GERI07003T,CASA CIRC. DI MARASSI MEUCCI/GASLINI,PIAZZALE MARASSI 2,Non Disponibile,Non Disponibile,Non Disponibile,www.ipsiagaslinimeucci.it,NO,695,"PIAZZALE MARASSI 2, GENOVA",44.4179134,8.9511004,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GESL01000P,LAS PAUL KLEE-NICOLO' BARABINO,GESL010504,L.A.S. - P. KLEE - N. BARABINO - IDA,VIALE SAULI 34C,Non Disponibile,GESL01000P@istruzione.it,Non Disponibile,www.liceokleebarabino.edu.it,NO,192,"VIALE SAULI 34C, GENOVA",44.4075374,8.9418926,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GESL01000P,LAS PAUL KLEE-NICOLO' BARABINO,GESL01000P,LAS PAUL KLEE-NICOLO' BARABINO,VIA G. MAGGIO 11,Non Disponibile,GESL01000P@istruzione.it,gesl01000p@pec.istruzione.it,www.liceokleebarabino.edu.it,NO,1296,"VIA G. MAGGIO 11, GENOVA",44.3958379,8.9930112,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GETH020002,"I.T.T.L. ""NAUTICO SAN GIORGIO""",GETH020013,"I.T.T.L. ""NAUTICO C. COLOMBO""-CAMOGLI-",VIA BETTOLO 17,Non Disponibile,GETH020002@istruzione.it,Non Disponibile,www.itnautico.gov.it,NO,387,"VIA BETTOLO 17, GENOVA",44.3848337,9.0269612,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GETH020002,"I.T.T.L. ""NAUTICO SAN GIORGIO""",GETH020002,"I.T.T.L. ""NAUTICO SAN GIORGIO""",EDIFICIO CALATA DARSENA,Non Disponibile,GETH020002@istruzione.it,geth020002@pec.istruzione.it,www.itnautico.edu.it/,NO,924,"EDIFICIO CALATA DARSENA, GENOVA",44.4129312,8.9230494,SCUOLA SECONDARIA II GRADO
